FIRSTRECEIVED_DISPOSITION_DATE|NCT_ID|FIRSTRECEIVED_RESULTS_DATE
15-Nov-12|NCT00952692|
17-Sep-10|NCT00953147|15-Feb-12
21-Sep-11|NCT00953706|27-Feb-12
25-Apr-13|NCT00955279|18-Jun-14
19-Oct-10|NCT00955383|
16-Nov-12|NCT00955682|
27-Nov-12|NCT00955799|
7-Jan-14|NCT00955981|
26-Sep-11|NCT00957918|
6-Aug-12|NCT00957996|
10-Mar-11|NCT00958438|
17-Jul-14|NCT00958776|
9-Feb-13|NCT00958971|
15-Jan-13|NCT00959036|
13-Jul-12|NCT00959114|
17-Apr-12|NCT00959946|4-Oct-12
5-Nov-12|NCT00960440|6-Dec-12
27-Jan-12|NCT00960804|
31-Oct-12|NCT00960869|
31-Oct-12|NCT00961350|
17-Jul-12|NCT00961649|17-May-13
5-Sep-12|NCT00961675|
6-May-14|NCT00963053|
14-Mar-13|NCT00964028|
10-Dec-10|NCT00964158|
26-Apr-12|NCT00964990|
12-Aug-14|NCT00965458|
9-Aug-11|NCT00966875|
22-Mar-13|NCT00967343|
7-May-14|NCT00967616|
17-Jun-11|NCT00967811|
10-Dec-10|NCT00968526|
10-Dec-10|NCT00968539|
5-Aug-13|NCT00968669|25-Feb-14
27-Jun-12|NCT00968812|17-Apr-13
13-Jun-11|NCT00968825|
23-Feb-12|NCT00968851|
2-Jul-10|NCT00968890|17-Feb-11
13-Jun-11|NCT00968942|
1-Mar-12|NCT00969150|22-Aug-13
1-Apr-11|NCT00969436|
8-Jul-11|NCT00969709|22-Aug-13
28-Feb-13|NCT00969722|
4-Oct-11|NCT00970268|14-Aug-12
10-Dec-10|NCT00970307|
9-Sep-11|NCT00970424|
30-Jun-11|NCT00971035|
10-Dec-10|NCT00971321|
10-Sep-10|NCT00971867|
10-Sep-10|NCT00971945|
1-Dec-11|NCT00972283|
20-Oct-11|NCT00972374|13-Mar-13
17-Nov-11|NCT00972517|
23-Dec-10|NCT00972725|
26-Apr-12|NCT00973024|
26-Feb-13|NCT00973102|
8-Jul-11|NCT00973141|
12-Mar-12|NCT00973479|8-Aug-13
26-Feb-13|NCT00973674|
24-Jul-12|NCT00973817|
6-Feb-12|NCT00973973|
21-Dec-09|NCT00974350|
27-Sep-13|NCT00974974|
9-Jan-14|NCT00975000|
29-Jan-10|NCT00975091|
30-May-12|NCT00975143|4-Jul-12
30-Apr-14|NCT00975195|
19-Dec-13|NCT00975221|
7-May-12|NCT00975286|
2-Jul-10|NCT00975884|
5-Apr-12|NCT00976391|1-May-14
24-Mar-12|NCT00976495|
15-Mar-12|NCT00976560|
5-Nov-12|NCT00976599|4-Dec-12
23-Dec-10|NCT00976820|
7-May-12|NCT00976937|
26-Jan-12|NCT00977522|
8-May-12|NCT00977561|18-Jan-13
20-Mar-13|NCT00977665|
1-May-12|NCT00977782|
25-Jan-12|NCT00978016|
13-Apr-10|NCT00978029|25-Apr-14
9-Nov-10|NCT00978627|
7-Jul-11|NCT00979004|
14-Feb-14|NCT00979251|
10-Dec-10|NCT00979407|
4-Feb-11|NCT00979602|
11-Jul-12|NCT00980057|
17-Mar-11|NCT00980200|6-Jun-13
20-Jun-11|NCT00980330|18-Dec-13
7-Sep-10|NCT00981058|
2-Jun-11|NCT00981357|
19-Jun-13|NCT00981526|
19-Aug-11|NCT00981617|
19-Dec-13|NCT00981682|
14-Sep-10|NCT00982111|
16-Aug-13|NCT00982150|
24-Feb-11|NCT00982228|
23-Feb-11|NCT00982644|
27-Mar-13|NCT00983814|
27-Mar-14|NCT00984620|
24-Feb-11|NCT00984659|21-Dec-11
17-Nov-11|NCT00985088|
18-Jan-12|NCT00985127|
16-Jun-14|NCT00985426|
16-Nov-12|NCT00985465|
27-Jan-12|NCT00985621|
1-Apr-11|NCT00985751|
2-Jul-10|NCT00985790|28-Nov-12
28-Jul-14|NCT00987272|
13-Feb-12|NCT00987337|10-Dec-13
2-May-12|NCT00987545|
3-Jan-11|NCT00988143|3-Jul-13
25-Aug-11|NCT00988247|23-Apr-12
21-Feb-13|NCT00988741|
24-May-12|NCT00988858|
6-Feb-14|NCT00989001|
16-Oct-10|NCT00989014|19-Sep-13
10-Dec-10|NCT00989287|
2-Jul-10|NCT00989612|
16-Apr-13|NCT00989963|
11-Feb-14|NCT00990314|
26-Apr-12|NCT00990327|
3-Feb-10|NCT00990912|
14-Mar-12|NCT00991068|
17-Mar-11|NCT00991172|
2-Apr-12|NCT00991458|2-May-13
15-Jan-13|NCT00991757|
9-Aug-11|NCT00992225|
10-Dec-10|NCT00992511|
16-Jul-14|NCT00992563|
28-Jul-11|NCT00992732|
2-Jul-10|NCT00992784|8-Mar-12
26-Apr-12|NCT00993018|
23-Jan-13|NCT00993226|
25-Feb-11|NCT00993421|11-May-11
16-Apr-12|NCT00993447|
23-Jan-13|NCT00993798|
15-Mar-11|NCT00994422|7-Mar-12
1-Oct-12|NCT00994890|
29-Oct-12|NCT00995410|
2-May-12|NCT00995709|
9-Jan-12|NCT00996281|15-Oct-12
8-Oct-10|NCT00996307|28-Apr-11
13-May-13|NCT00996476|17-Oct-13
12-Aug-10|NCT00996593|21-Dec-11
31-Jan-13|NCT00997152|
17-Dec-10|NCT00999141|6-Oct-11
27-Jan-12|NCT00999518|
13-Dec-11|NCT01000311|22-Aug-13
23-Feb-12|NCT01000493|
15-Nov-12|NCT01000506|
11-Sep-12|NCT01000649|
11-Sep-14|NCT01000727|
15-Jul-14|NCT01001091|
5-Apr-11|NCT01001104|
2-Jul-10|NCT01001169|
3-May-11|NCT01001195|13-Aug-13
7-Jan-14|NCT01001338|
2-Apr-14|NCT01001351|
23-Oct-12|NCT01001715|
23-Oct-12|NCT01001923|
30-Jul-10|NCT01001975|4-Nov-10
7-Jul-14|NCT01002573|
18-Apr-12|NCT01002820|
7-Feb-14|NCT01002950|
9-Dec-11|NCT01003379|
23-Dec-10|NCT01003418|
18-Aug-14|NCT01004003|
20-Apr-12|NCT01004107|
16-Jun-14|NCT01005407|
28-Nov-12|NCT01005966|28-Nov-12
9-Apr-13|NCT01006122|8-Apr-14
9-Aug-11|NCT01006252|
27-Sep-12|NCT01006265|
5-Nov-10|NCT01006291|
30-Apr-14|NCT01007721|
12-Nov-12|NCT01008852|
15-Mar-12|NCT01009060|
16-Oct-12|NCT01009086|11-Oct-13
3-Oct-11|NCT01009242|
10-May-12|NCT01009463|30-May-13
9-Nov-10|NCT01009580|
30-Apr-13|NCT01009840|14-Jul-14
9-Nov-12|NCT01010932|
17-Sep-10|NCT01010971|15-Feb-12
31-Mar-10|NCT01011049|14-Jul-11
13-Jul-12|NCT01011556|21-Sep-12
9-Nov-12|NCT01012674|
26-Jan-12|NCT01012973|23-Oct-12
13-Jan-11|NCT01014078|
4-Feb-11|NCT01014091|
19-May-14|NCT01014572|
16-Jul-13|NCT01014806|
26-Jul-12|NCT01014988|
27-Mar-14|NCT01015118|
30-Jun-14|NCT01016782|
6-Dec-10|NCT01016808|
16-Feb-12|NCT01017120|31-May-12
16-Feb-12|NCT01017146|31-May-12
29-Jul-10|NCT01017731|16-May-14
3-Apr-12|NCT01017952|30-May-13
1-Mar-12|NCT01018186|6-Jun-13
4-Apr-12|NCT01018511|
25-Feb-11|NCT01018810|1-Jun-11
1-Feb-12|NCT01018875|
3-Feb-10|NCT01019577|
29-Jan-10|NCT01020565|
9-May-13|NCT01020838|
24-Dec-10|NCT01021293|
16-Feb-12|NCT01021553|
29-Jan-10|NCT01022801|
29-Oct-13|NCT01022970|
2-Feb-10|NCT01023204|
28-Oct-11|NCT01023295|
30-Aug-13|NCT01023880|
30-Apr-14|NCT01023958|
20-Jan-14|NCT01024036|16-May-14
2-Feb-10|NCT01024062|
2-Feb-10|NCT01024101|
25-Feb-11|NCT01024244|15-Sep-11
25-Aug-11|NCT01024608|23-Apr-12
11-Jan-13|NCT01025284|
26-Sep-11|NCT01025336|16-May-12
10-Jul-13|NCT01025648|
8-May-12|NCT01026051|
9-Jan-12|NCT01027013|
3-Feb-10|NCT01027208|
19-Apr-13|NCT01027650|27-Mar-14
24-Jul-12|NCT01027845|
5-Apr-11|NCT01027871|
9-Feb-11|NCT01029405|
25-Feb-11|NCT01029795|15-Sep-11
23-Jul-13|NCT01029873|
17-Jun-11|NCT01029886|14-Feb-12
22-Jan-13|NCT01030783|
24-Jul-12|NCT01030822|
8-Mar-12|NCT01030965|9-Jan-14
30-May-14|NCT01032889|
14-Feb-13|NCT01032915|
7-Feb-13|NCT01033357|
17-Sep-10|NCT01033825|15-Feb-12
30-Dec-11|NCT01034462|22-Aug-13
9-Aug-11|NCT01035138|6-Nov-13
12-Sep-13|NCT01035502|
23-Jul-12|NCT01035749|
17-Jun-11|NCT01037036|
29-Jan-10|NCT01037062|
15-Mar-12|NCT01037127|12-Jun-13
29-Jan-10|NCT01037166|
28-Jul-14|NCT01037179|
7-May-13|NCT01037231|
17-Jul-12|NCT01037413|
17-Jul-12|NCT01037985|
17-Jul-12|NCT01038297|
10-Aug-12|NCT01038427|
4-Nov-11|NCT01038609|1-Nov-13
31-Jul-12|NCT01038687|
11-Jul-13|NCT01038804|
18-Jun-14|NCT01038843|
31-Jan-14|NCT01039519|
15-Mar-12|NCT01039584|10-Sep-12
15-Mar-12|NCT01039675|19-Dec-13
1-Mar-12|NCT01039805|
28-Mar-14|NCT01040403|
8-Feb-13|NCT01040637|
19-Jan-10|NCT01041677|
15-Aug-12|NCT01043263|
15-Mar-12|NCT01044264|14-Sep-12
13-Jun-11|NCT01044381|
26-Jul-11|NCT01044459|14-Aug-12
5-Jan-12|NCT01045161|
24-Feb-11|NCT01045447|
24-Feb-11|NCT01045707|
21-Jul-14|NCT01046097|
24-Feb-11|NCT01046110|
10-Oct-13|NCT01047501|
18-Jan-12|NCT01047540|
10-Oct-13|NCT01047683|
19-Dec-13|NCT01048255|
16-Apr-13|NCT01049035|
30-Sep-11|NCT01049360|
5-Apr-11|NCT01049412|
19-Feb-14|NCT01049984|
10-Nov-11|NCT01051661|
20-Dec-11|NCT01052012|
1-Nov-12|NCT01052077|
18-Sep-12|NCT01052103|
12-Dec-12|NCT01052194|
3-Apr-13|NCT01052779|
16-Jun-14|NCT01053247|
31-May-12|NCT01053936|
16-Feb-12|NCT01053988|12-Jun-13
24-May-12|NCT01054729|6-Jan-14
16-Feb-12|NCT01054885|12-Jun-13
10-May-11|NCT01055015|
30-Sep-13|NCT01055067|
14-Jun-11|NCT01055106|
14-Mar-12|NCT01055444|
20-Jun-11|NCT01055912|
27-Mar-13|NCT01056341|9-Apr-14
9-Jan-12|NCT01057147|
23-Oct-13|NCT01058018|
2-Aug-11|NCT01058096|
30-Dec-11|NCT01058668|
25-Aug-11|NCT01058863|
6-Dec-12|NCT01059539|
30-Apr-13|NCT01059643|
23-Feb-11|NCT01059799|
23-Feb-11|NCT01059812|
12-Nov-12|NCT01059825|
5-Nov-12|NCT01059864|14-Nov-12
26-Apr-12|NCT01060254|
17-Feb-14|NCT01060579|
10-Jun-13|NCT01061385|
2-Aug-12|NCT01061723|
12-Jul-13|NCT01063517|
30-Jan-13|NCT01063803|
24-Jan-13|NCT01063829|
8-Jun-12|NCT01063881|1-Aug-12
24-Jan-13|NCT01064024|
27-Jun-12|NCT01064414|2-Apr-13
13-Jun-11|NCT01064518|
10-Feb-12|NCT01064687|
10-Aug-12|NCT01064856|
11-Apr-12|NCT01065012|
8-Sep-11|NCT01066546|30-Jul-12
15-Mar-11|NCT01066585|7-Mar-12
1-Sep-11|NCT01066780|1-May-12
8-Nov-11|NCT01067105|15-Feb-12
19-Mar-13|NCT01067521|
5-Sep-12|NCT01067976|
15-Mar-11|NCT01068158|7-Mar-12
2-May-12|NCT01068613|
23-Feb-11|NCT01068665|
24-Feb-11|NCT01068678|
31-May-12|NCT01071252|
29-Apr-12|NCT01071850|
28-Nov-12|NCT01071902|
17-Mar-11|NCT01072149|30-May-13
20-Mar-13|NCT01072630|
23-Jul-13|NCT01072877|15-Jan-14
19-Feb-13|NCT01072929|
26-Mar-13|NCT01073163|25-Feb-14
19-Feb-13|NCT01073228|
28-Oct-11|NCT01073930|10-Aug-12
28-Oct-11|NCT01073943|10-Aug-12
25-Jun-12|NCT01074008|
25-Feb-11|NCT01074268|
23-Oct-12|NCT01074294|
18-Sep-12|NCT01075282|
23-Feb-11|NCT01076647|
13-Jul-12|NCT01077297|
14-Mar-13|NCT01077362|11-Oct-13
12-Jul-12|NCT01077700|
9-May-13|NCT01078662|
8-Dec-11|NCT01079234|
15-Jan-14|NCT01081678|
30-Nov-13|NCT01081782|
24-Apr-12|NCT01081834|15-Apr-13
18-Jul-12|NCT01081912|4-Feb-14
22-Nov-13|NCT01083758|
24-Jun-11|NCT01084161|
12-Mar-12|NCT01084278|11-Sep-12
11-Sep-12|NCT01085045|
23-Sep-13|NCT01085084|
12-Feb-14|NCT01085097|
29-Dec-11|NCT01085812|
26-Jul-12|NCT01086384|30-May-13
15-Mar-12|NCT01086410|6-Jun-13
23-Dec-10|NCT01086423|
18-Sep-12|NCT01086748|
20-Aug-13|NCT01087151|
27-Jan-12|NCT01087203|
9-Aug-12|NCT01087762|6-Nov-13
9-Aug-12|NCT01087788|25-Oct-13
20-Mar-13|NCT01088984|
27-Jan-12|NCT01089725|
14-Sep-11|NCT01089790|
30-Apr-14|NCT01090024|
25-Jul-13|NCT01090310|
24-Jan-14|NCT01090427|
17-Nov-11|NCT01090453|19-Jun-14
9-Nov-12|NCT01090492|
14-May-14|NCT01091662|
18-Feb-13|NCT01092065|
19-Jun-13|NCT01092104|
30-Apr-14|NCT01092143|
18-Jul-12|NCT01093534|26-Feb-14
2-May-12|NCT01093846|
13-Jul-12|NCT01094067|
26-Apr-12|NCT01094262|
2-May-12|NCT01095250|
30-Aug-12|NCT01095562|
28-Jan-14|NCT01095731|
23-Aug-11|NCT01095796|20-Sep-12
27-Sep-13|NCT01096186|
10-Apr-13|NCT01096667|
9-Jul-13|NCT01096849|
18-Jul-12|NCT01096862|
16-Aug-11|NCT01096966|
18-Jun-13|NCT01097018|
10-Feb-12|NCT01097707|
18-Aug-11|NCT01098435|
16-Feb-12|NCT01098461|24-Apr-14
26-Jul-12|NCT01098474|
21-Nov-12|NCT01098539|17-Apr-14
25-May-11|NCT01098747|12-Jul-12
3-Jan-13|NCT01098812|2-May-13
24-Jan-13|NCT01099761|
9-Feb-12|NCT01100112|28-Mar-14
18-Aug-11|NCT01100151|
7-May-14|NCT01101334|
23-Feb-12|NCT01101841|16-Jul-13
10-Dec-12|NCT01101906|
1-Oct-12|NCT01102660|
2-May-12|NCT01103024|
2-May-12|NCT01103037|
30-Apr-14|NCT01103349|
13-Sep-12|NCT01104584|
6-Mar-13|NCT01104701|17-Jun-14
30-Dec-11|NCT01104766|
6-Dec-12|NCT01104779|
28-Mar-14|NCT01104792|
24-Mar-11|NCT01105624|
20-Sep-11|NCT01105975|
28-Mar-12|NCT01106040|13-Apr-13
10-Dec-10|NCT01106092|
23-Aug-11|NCT01106586|20-Sep-12
30-Mar-12|NCT01106625|10-Apr-13
30-Mar-12|NCT01106651|1-Apr-13
30-Mar-12|NCT01106677|4-Apr-13
30-Mar-12|NCT01106690|2-Apr-13
19-Jan-11|NCT01106807|
14-Mar-12|NCT01106989|
14-Mar-13|NCT01107392|24-Feb-14
24-May-12|NCT01107444|
5-Apr-11|NCT01107457|
17-Dec-12|NCT01107496|
23-Aug-11|NCT01108510|
17-Jul-12|NCT01109173|1-Nov-12
2-Dec-13|NCT01110421|30-May-14
25-May-12|NCT01110499|31-May-13
18-Feb-13|NCT01110889|
24-Jul-12|NCT01110902|
17-Aug-12|NCT01111539|
17-Aug-12|NCT01111552|
17-Aug-12|NCT01111565|
30-Aug-10|NCT01111604|
14-Mar-12|NCT01111773|
19-Dec-13|NCT01112059|
2-Feb-12|NCT01112735|
10-May-13|NCT01113593|
25-Jun-14|NCT01113957|
3-Apr-13|NCT01114139|
3-Apr-13|NCT01114204|
29-May-13|NCT01114217|
23-Oct-12|NCT01114308|
4-Oct-12|NCT01114620|
5-Nov-12|NCT01114698|
10-May-13|NCT01114854|
18-Jul-12|NCT01115569|4-Feb-14
21-May-13|NCT01115582|
27-Mar-13|NCT01116141|
12-Aug-14|NCT01116427|
29-Apr-12|NCT01117584|
22-Apr-14|NCT01118117|
30-May-12|NCT01118273|24-Jan-14
23-Feb-11|NCT01118325|14-Mar-12
11-Jan-13|NCT01118728|
5-Jun-12|NCT01119105|
1-Apr-11|NCT01119625|16-Feb-12
6-Feb-14|NCT01119833|
22-Mar-12|NCT01119846|
24-Oct-11|NCT01119950|23-Jan-13
22-Nov-13|NCT01120223|
28-May-13|NCT01120964|
23-Oct-13|NCT01121185|
30-Apr-14|NCT01121406|
4-Mar-14|NCT01121536|
25-May-12|NCT01122511|1-Aug-12
14-Aug-13|NCT01122784|
15-Nov-12|NCT01123083|
17-Aug-12|NCT01123707|
27-Apr-12|NCT01123785|
13-Jun-11|NCT01124552|
13-Jun-11|NCT01124565|
17-Feb-11|NCT01124708|
11-Jan-13|NCT01125358|
28-Aug-13|NCT01126190|
12-Dec-11|NCT01126424|5-Jul-12
24-May-12|NCT01126580|
20-Aug-14|NCT01127451|
12-Apr-13|NCT01127581|24-Jan-14
1-Oct-12|NCT01127893|
27-Aug-14|NCT01128452|
25-Jan-11|NCT01128530|
15-Mar-12|NCT01128569|6-Jun-13
16-Feb-12|NCT01128595|6-Jun-13
29-Mar-12|NCT01128621|
26-Jul-12|NCT01128894|17-Apr-14
11-Apr-14|NCT01128959|
22-Oct-12|NCT01129531|12-Sep-13
18-Jan-12|NCT01129648|
11-Jan-13|NCT01129674|
13-Jun-13|NCT01130142|
9-Sep-11|NCT01130272|
27-Sep-13|NCT01130493|
2-Nov-11|NCT01131182|15-Dec-11
26-Jun-12|NCT01131351|
27-Mar-13|NCT01132326|18-Mar-14
25-Apr-14|NCT01132690|
25-Aug-11|NCT01133626|23-Apr-12
21-May-13|NCT01133756|
19-Aug-14|NCT01133977|
21-May-13|NCT01133990|
26-Apr-12|NCT01134042|6-Jun-13
11-Apr-13|NCT01134055|
27-Feb-12|NCT01134328|
25-Aug-11|NCT01134705|23-Apr-12
9-Sep-13|NCT01135459|
14-Feb-12|NCT01135511|6-Dec-12
24-Feb-11|NCT01135992|
16-May-14|NCT01136174|
20-Jul-12|NCT01137526|
1-Jun-12|NCT01137812|2-Apr-13
19-Jul-13|NCT01138436|
15-Mar-12|NCT01138514|
7-May-12|NCT01138735|19-Feb-13
27-Dec-12|NCT01139216|
16-Jun-14|NCT01139450|
25-Apr-14|NCT01139775|
3-Jun-13|NCT01140217|
29-Jul-10|NCT01140347|
5-Apr-13|NCT01142089|
2-Jan-14|NCT01142193|3-Apr-14
29-May-14|NCT01143038|
11-Jun-14|NCT01143064|
12-Mar-14|NCT01143246|
18-Sep-12|NCT01144377|
13-Jul-12|NCT01144416|27-Nov-12
11-Apr-13|NCT01144663|
4-Aug-11|NCT01145222|
5-Feb-13|NCT01145625|26-Mar-14
30-Nov-12|NCT01146522|
23-Aug-12|NCT01146561|
18-Feb-13|NCT01147003|
14-Jan-14|NCT01147536|
12-Apr-12|NCT01147744|
1-Mar-12|NCT01147848|6-Jun-13
12-Sep-13|NCT01147939|
18-Sep-12|NCT01148498|
25-Jul-13|NCT01148810|
4-Nov-11|NCT01149421|
8-Jul-13|NCT01150695|
8-Oct-13|NCT01152996|29-Apr-14
1-Mar-12|NCT01153763|12-Jun-13
23-Jul-12|NCT01153841|
27-May-11|NCT01154088|
15-Nov-12|NCT01154101|
19-Jul-13|NCT01154374|
17-Oct-13|NCT01154985|
7-Aug-13|NCT01155362|
30-Apr-13|NCT01155661|
14-Feb-13|NCT01156415|
12-Apr-12|NCT01156792|
27-Sep-11|NCT01159015|
12-Sep-12|NCT01159262|
12-Jul-12|NCT01159912|6-Jun-13
10-Feb-12|NCT01160289|
1-May-14|NCT01160744|
23-Mar-11|NCT01161160|
28-Jun-12|NCT01161615|
25-Mar-11|NCT01162122|28-Jan-14
30-Jan-14|NCT01162681|
21-May-13|NCT01163032|
18-Feb-13|NCT01163227|
1-Nov-11|NCT01163617|1-Nov-13
27-Mar-12|NCT01163643|
21-Jul-11|NCT01163721|19-Jul-13
24-May-12|NCT01165138|30-May-13
22-Aug-13|NCT01165177|
11-Apr-13|NCT01165203|
22-Aug-13|NCT01165229|
13-Apr-11|NCT01165242|
4-Feb-14|NCT01165840|
5-Dec-12|NCT01166646|
4-Feb-14|NCT01167452|
10-May-13|NCT01168310|
20-Jun-12|NCT01168713|
1-May-14|NCT01168973|
29-Nov-12|NCT01169779|
27-Mar-14|NCT01170065|
2-Apr-14|NCT01170221|15-Jul-14
1-Sep-10|NCT01170663|1-Jul-14
31-Jan-13|NCT01171313|
24-Jan-14|NCT01171898|
23-Dec-10|NCT01171989|
29-May-13|NCT01172938|22-Apr-14
7-Jan-14|NCT01173601|
6-Jun-11|NCT01174030|19-Sep-13
4-Feb-13|NCT01174823|
11-Apr-13|NCT01175083|
9-Apr-13|NCT01175135|
12-Sep-13|NCT01175226|
23-Feb-12|NCT01175473|
27-Mar-13|NCT01176240|18-Mar-14
19-Jun-12|NCT01177228|19-Jun-14
5-Apr-12|NCT01179191|30-Jul-12
24-Jun-14|NCT01179217|
6-Oct-10|NCT01180244|19-Mar-14
10-May-12|NCT01181050|25-Apr-13
22-Jan-13|NCT01181479|
24-Mar-11|NCT01181622|
26-Jul-12|NCT01181895|6-Jun-13
25-Oct-12|NCT01184508|
20-Sep-13|NCT01185340|
10-Feb-12|NCT01185353|
1-Jul-14|NCT01186419|
19-Jun-14|NCT01186861|
20-Sep-13|NCT01187407|
4-Nov-13|NCT01187433|
2-Jul-13|NCT01188564|
16-May-12|NCT01188772|6-Jan-14
11-Jan-13|NCT01188928|21-Jan-13
2-Apr-12|NCT01189747|27-Sep-13
2-Apr-12|NCT01189760|27-Sep-13
31-Jul-12|NCT01190475|
30-Jan-14|NCT01190644|
26-Jan-12|NCT01190878|
8-Dec-11|NCT01190956|
24-May-12|NCT01191268|
28-Mar-13|NCT01192191|6-Jun-13
20-Aug-13|NCT01192867|
20-Aug-13|NCT01192906|
10-Oct-12|NCT01193127|2-Jul-14
16-Nov-12|NCT01193140|
25-Jun-14|NCT01193153|
24-May-13|NCT01194219|
20-Jun-12|NCT01194375|
9-May-12|NCT01196104|
18-Jul-13|NCT01196871|
7-Mar-12|NCT01196975|21-Nov-12
23-Jul-12|NCT01196988|17-Dec-12
23-Jul-13|NCT01197833|7-Feb-14
30-Apr-13|NCT01198002|
5-Dec-11|NCT01198626|
23-Jul-12|NCT01198756|6-Dec-12
28-Jun-12|NCT01198834|
29-Mar-12|NCT01199731|
18-Apr-12|NCT01201057|
29-Jan-14|NCT01201837|
30-Apr-13|NCT01202760|
14-Apr-14|NCT01202773|
22-Sep-10|NCT01203644|23-Nov-11
5-Sep-13|NCT01203943|
16-Nov-12|NCT01204658|
23-Jul-12|NCT01204671|13-Dec-12
22-Jan-14|NCT01204710|
2-Jun-14|NCT01204749|
28-Aug-12|NCT01205048|
28-Aug-12|NCT01205061|
17-Aug-13|NCT01205334|
22-Sep-10|NCT01206595|30-Nov-11
22-Sep-10|NCT01206608|23-Nov-11
4-May-12|NCT01207115|
8-Jul-13|NCT01208129|
8-Jul-13|NCT01208168|
5-Jan-12|NCT01208961|16-Jul-13
29-Mar-12|NCT01209078|
13-Dec-11|NCT01209780|10-Dec-13
4-Mar-14|NCT01210495|
20-Feb-12|NCT01210560|
14-Mar-13|NCT01212471|
29-May-13|NCT01212757|21-Apr-14
23-Jul-13|NCT01212770|22-Apr-14
30-Apr-13|NCT01214603|
13-Dec-11|NCT01214837|
11-Dec-12|NCT01214850|4-Sep-13
19-Dec-12|NCT01215435|23-Sep-13
14-Apr-14|NCT01215942|
27-Mar-12|NCT01216163|12-Jul-12
31-Oct-12|NCT01217814|
27-Aug-13|NCT01218009|
11-Apr-13|NCT01218113|
15-Nov-12|NCT01218126|
26-Jul-12|NCT01218308|21-Feb-13
12-Dec-11|NCT01218646|3-Jul-13
20-Feb-14|NCT01221077|
8-Aug-13|NCT01221272|1-Jul-14
18-Oct-12|NCT01221298|
2-Sep-11|NCT01222299|
28-Oct-13|NCT01222702|
22-Aug-14|NCT01223352|
2-May-13|NCT01223365|
10-Aug-12|NCT01223378|
10-Apr-13|NCT01223911|
26-Apr-12|NCT01223937|
22-Oct-12|NCT01224015|27-Sep-13
7-Mar-13|NCT01224171|19-Jun-14
22-Jan-13|NCT01224262|
14-Dec-11|NCT01224795|
27-Mar-13|NCT01225315|
31-Oct-13|NCT01225380|
20-Aug-13|NCT01225393|
19-Mar-13|NCT01225640|
14-Nov-13|NCT01225666|
30-Aug-12|NCT01226459|26-Mar-14
26-Aug-13|NCT01226472|
21-Mar-13|NCT01227824|15-Aug-13
4-Jan-13|NCT01227889|6-Jun-13
20-Mar-13|NCT01228383|
16-Sep-13|NCT01229982|
10-May-12|NCT01230021|22-Jan-14
17-Aug-12|NCT01230125|
8-Jun-12|NCT01230749|18-Mar-13
3-Dec-13|NCT01230957|
21-Feb-14|NCT01231347|
23-Jul-13|NCT01231373|20-Dec-13
26-Apr-12|NCT01231555|
24-May-13|NCT01232283|
30-Apr-13|NCT01232452|
9-Apr-12|NCT01232543|
29-May-14|NCT01232556|
9-Oct-12|NCT01232868|
7-Oct-13|NCT01234779|
4-Jan-13|NCT01235754|
14-Sep-12|NCT01235936|
11-Apr-13|NCT01235949|
23-Jul-12|NCT01235975|
6-May-13|NCT01236404|
30-May-14|NCT01236638|
10-Jul-12|NCT01236768|
24-Jan-13|NCT01239758|
9-Sep-13|NCT01240694|
29-Mar-12|NCT01240746|3-Jul-13
2-May-13|NCT01240863|
8-May-14|NCT01240876|
6-Jan-12|NCT01241214|
27-Sep-12|NCT01241331|
24-May-12|NCT01241448|
25-Jan-13|NCT01242488|
20-Dec-12|NCT01242748|
4-Aug-14|NCT01243125|
13-Dec-10|NCT01243944|
26-Jul-12|NCT01245049|
15-Apr-14|NCT01246466|
9-Apr-13|NCT01246583|
25-Apr-14|NCT01246960|
28-Apr-14|NCT01248364|29-Aug-14
23-Jul-12|NCT01248884|8-May-14
12-Apr-12|NCT01248975|
2-May-13|NCT01252186|
29-Oct-13|NCT01253603|
13-Dec-10|NCT01254136|
25-Jul-12|NCT01254305|22-Aug-13
26-Feb-14|NCT01254773|
13-Jul-12|NCT01255696|
1-May-13|NCT01256671|
1-May-13|NCT01256684|
15-Feb-12|NCT01257542|21-Aug-12
10-Jul-14|NCT01258608|
20-Aug-13|NCT01258907|
19-Dec-13|NCT01259128|
28-May-14|NCT01260350|
13-Aug-13|NCT01261403|
24-Oct-12|NCT01262261|
26-Apr-12|NCT01262456|
13-Sep-13|NCT01262677|
11-Apr-13|NCT01262872|13-Mar-14
11-Apr-13|NCT01262976|
15-Nov-12|NCT01263015|15-Aug-13
4-Oct-13|NCT01265264|
19-Apr-12|NCT01266161|
19-Apr-11|NCT01266876|
7-Jun-12|NCT01266967|24-Jun-13
29-May-14|NCT01266993|
21-Sep-12|NCT01268098|
21-May-13|NCT01268527|
6-Jul-11|NCT01269658|
8-May-14|NCT01270464|
5-Jun-14|NCT01270945|
26-Jul-12|NCT01270971|25-Jul-14
30-Jan-13|NCT01271712|24-May-13
27-Nov-13|NCT01271790|
30-Aug-13|NCT01271933|
17-Jan-12|NCT01272193|
4-Mar-14|NCT01272219|
24-Jan-14|NCT01272232|
14-Jul-14|NCT01273389|
2-Aug-13|NCT01275066|11-Mar-14
24-Feb-12|NCT01275105|
9-Feb-13|NCT01275222|
3-Feb-14|NCT01276639|24-Jul-14
3-Jan-13|NCT01277341|
